flight_number,origin,destination,scheduled_departure,scheduled_arrival,inbound_flight_number,inbound_origin,inbound_status,inbound_estimated_arrival,aircraft_latitude,aircraft_longitude,turnaround_time_minutes,gate_status,delay_reason,weather_status,crew_status,passenger_load_factor,estimated_boarding_start,estimated_ready_time
AC822,YYC,YOW,2025-03-15 17:50,2025-03-15 22:50,AC975,YUL,Taxiing,2025-03-15 16:53,51.1761,-113.9784,47,Assigned,None,Overcast,On Duty,0.8,2025-03-15 17:18,2025-03-15 18:08
AC986,YYJ,YUL,2025-03-15 08:52,2025-03-15 13:52,AC333,YEG,Taxiing,2025-03-15 08:08,48.631,-123.4674,49,Open,None,Rain,On Duty,0.78,2025-03-15 08:18,2025-03-15 09:01
AC549,YEG,YOW,2025-03-15 14:31,2025-03-15 19:31,AC973,YYJ,Delayed,2025-03-15 13:48,49.1993,-121.7548,71,Assigned,Fueling,Light Snow,Standby,0.89,2025-03-15 14:10,2025-03-15 14:56
AC433,YYJ,YYC,2025-03-15 18:24,2025-03-15 21:11,AC681,YYZ,Delayed,2025-03-15 17:41,43.7224,-81.0453,125,Occupied,Blizzard,Fog,Rest Period,0.88,2025-03-15 19:08,2025-03-15 19:53
AC195,YWG,YYC,2025-03-15 16:31,2025-03-15 20:59,AC206,YUL,En Route,2025-03-15 16:20,48.9135,-92.8632,47,Occupied,Passenger,Overcast,In Transit,0.78,2025-03-15 16:07,2025-03-15 16:51
AC158,YVR,YWG,2025-03-15 05:11,2025-03-15 10:11,AC630,YEG,Delayed,2025-03-15 04:52,51.8949,-115.4229,58,Unassigned,Catering,Fog,In Transit,0.77,2025-03-15 05:13,2025-03-15 05:56
AC542,YOW,YYC,2025-03-15 15:18,2025-03-15 20:18,AC262,YYJ,Landed,2025-03-15 14:45,45.3171,-75.6367,39,Assigned,None,Overcast,Ready,0.6,2025-03-15 14:44,2025-03-15 15:33
AC682,YYJ,YHZ,2025-03-15 12:53,2025-03-15 17:53,AC571,YWG,Delayed,2025-03-15 12:16,49.9864,-102.0105,113,Occupied,De-icing,Thunderstorm,In Transit,0.98,2025-03-15 13:21,2025-03-15 14:07
AC568,YQB,YEG,2025-03-15 08:07,2025-03-15 13:07,AC774,YEG,Taxiing,2025-03-15 07:25,46.8078,-71.4366,44,Open,None,Clear,Ready,0.67,2025-03-15 07:30,2025-03-15 08:13
AC224,YEG,YYJ,2025-03-15 17:53,2025-03-15 20:56,AC178,YHZ,En Route,2025-03-15 17:11,47.6722,-79.091,134,Unassigned,Crew,Thunderstorm,Delayed,0.93,2025-03-15 19:21,2025-03-15 20:08
AC506,YEG,YOW,2025-03-15 09:16,2025-03-15 14:16,AC110,YYZ,Taxiing,2025-03-15 08:34,53.3311,-113.5889,42,Assigned,None,Overcast,On Duty,0.62,2025-03-15 08:40,2025-03-15 09:27
AC958,YUL,YQB,2025-03-15 06:42,2025-03-15 08:09,AC721,YYZ,Cancelled,2025-03-15 07:14,43.6777,-79.6248,76,Occupied,De-icing,Blizzard,Delayed,0.95,2025-03-15 07:18,2025-03-15 08:08
AC282,YWG,YHZ,2025-03-15 05:35,2025-03-15 10:35,AC831,YOW,Taxiing,2025-03-15 04:55,49.9044,-97.23,44,Open,None,Rain,Ready,0.7,2025-03-15 05:01,2025-03-15 05:41
AC483,YOW,YQB,2025-03-15 06:33,2025-03-15 08:17,AC304,YYC,Cancelled,2025-03-15 05:47,51.1315,-114.0106,87,Unassigned,Crew,Heavy Snow,Delayed,0.99,2025-03-15 06:45,2025-03-15 07:35
AC525,YUL,YYZ,2025-03-15 18:55,2025-03-15 21:08,AC210,YQB,Landed,2025-03-15 18:26,45.4438,-73.7802,38,Open,None,Rain,On Duty,0.83,2025-03-15 18:21,2025-03-15 19:06
AC112,YEG,YHZ,2025-03-15 12:49,2025-03-15 17:49,AC317,YWG,On Time,2025-03-15 12:11,50.5214,-99.2207,48,Assigned,None,Clear,Ready,0.82,2025-03-15 12:17,2025-03-15 12:58
AC357,YQB,YUL,2025-03-15 10:32,2025-03-15 12:14,AC714,YVR,En Route,2025-03-15 09:32,48.8638,-107.1934,117,Unassigned,Crew,Thunderstorm,In Transit,0.92,2025-03-15 12:16,2025-03-15 13:04
AC701,YOW,YYJ,2025-03-15 05:21,2025-03-15 10:21,AC338,YYZ,En Route,2025-03-15 04:49,44.3066,-77.9716,49,Occupied,Catering,Fog,Ready,0.76,2025-03-15 05:05,2025-03-15 05:48
AC856,YOW,YWG,2025-03-15 09:44,2025-03-15 14:44,AC237,YEG,On Time,2025-03-15 09:09,53.562,-113.3023,69,Assigned,Passenger,Overcast,Ready,0.89,2025-03-15 09:44,2025-03-15 10:27
AC920,YYZ,YOW,2025-03-15 19:53,2025-03-15 21:46,AC722,YYC,Taxiing,2025-03-15 18:58,43.6347,-79.6556,50,Assigned,None,Rain,Ready,0.62,2025-03-15 19:23,2025-03-15 20:13
AC193,YOW,YUL,2025-03-15 14:22,2025-03-15 16:01,AC706,YUL,Delayed,2025-03-15 14:26,45.1289,-74.228,100,Maintenance,De-icing,Fog,Rest Period,0.87,2025-03-15 15:27,2025-03-15 16:11
AC983,YOW,YYC,2025-03-15 11:08,2025-03-15 16:08,AC181,YYJ,Delayed,2025-03-15 10:23,48.1076,-111.9892,70,Unassigned,Catering,Overcast,In Transit,0.89,2025-03-15 10:48,2025-03-15 11:29
AC256,YYC,YYJ,2025-03-15 07:59,2025-03-15 10:53,AC844,YQB,Cancelled,2025-03-15 07:54,46.7911,-71.3933,84,Unassigned,Technical,Fog,In Transit,0.94,2025-03-15 10:02,2025-03-15 10:47
AC258,YWG,YOW,2025-03-15 05:13,2025-03-15 10:13,AC104,YOW,Taxiing,2025-03-15 04:32,49.8984,-97.259,46,Assigned,None,Overcast,On Duty,0.84,2025-03-15 04:44,2025-03-15 05:33
AC494,YYZ,YVR,2025-03-15 18:01,2025-03-15 23:01,AC298,YOW,Landed,2025-03-15 17:20,43.7204,-79.6012,47,Assigned,None,Rain,On Duty,0.77,2025-03-15 17:32,2025-03-15 18:15
AC814,YHZ,YYZ,2025-03-15 15:19,2025-03-15 19:36,AC367,YUL,On Time,2025-03-15 14:50,45.6975,-70.5463,47,Assigned,Passenger,Fog,In Transit,0.77,2025-03-15 14:58,2025-03-15 15:47
AC293,YVR,YYJ,2025-03-15 19:09,2025-03-15 20:19,AC269,YWG,Cancelled,2025-03-15 19:27,49.91,-97.2398,86,Occupied,De-icing,Thunderstorm,In Transit,0.91,2025-03-15 20:31,2025-03-15 21:12
AC375,YHZ,YUL,2025-03-15 11:47,2025-03-15 15:01,AC866,YOW,Delayed,2025-03-15 11:04,45.3611,-72.2442,58,Unassigned,ATC,Light Snow,In Transit,0.88,2025-03-15 11:22,2025-03-15 12:04
AC302,YUL,YQB,2025-03-15 13:34,2025-03-15 15:26,AC286,YYJ,On Time,2025-03-15 13:02,47.0537,-102.841,40,Open,None,Clear,Ready,0.61,2025-03-15 13:08,2025-03-15 13:54
AC989,YQB,YVR,2025-03-15 10:00,2025-03-15 15:00,AC181,YUL,Delayed,2025-03-15 09:18,45.5156,-73.39,60,Assigned,Fueling,Light Snow,Ready,0.79,2025-03-15 09:38,2025-03-15 10:18
AC316,YYZ,YVR,2025-03-15 05:07,2025-03-15 10:07,AC910,YQB,On Time,2025-03-15 04:52,46.6041,-72.4199,55,Unassigned,Catering,Overcast,Standby,0.85,2025-03-15 04:58,2025-03-15 05:41
AC725,YEG,YQB,2025-03-15 19:54,2025-03-16 00:54,AC464,YYZ,Delayed,2025-03-15 19:10,45.2229,-84.0548,142,Occupied,De-icing,Blizzard,Delayed,0.94,2025-03-15 19:59,2025-03-15 20:44
AC523,YWG,YYJ,2025-03-15 15:53,2025-03-15 20:53,AC103,YOW,Delayed,2025-03-15 15:19,46.6731,-80.6011,64,Unassigned,ATC,Gusty Winds,Ready,0.83,2025-03-15 15:28,2025-03-15 16:13
AC851,YWG,YVR,2025-03-15 15:21,2025-03-15 20:21,AC400,YEG,On Time,2025-03-15 15:11,52.9705,-111.0715,47,Occupied,Passenger,Light Snow,In Transit,0.83,2025-03-15 15:00,2025-03-15 15:47
AC593,YWG,YVR,2025-03-15 09:09,2025-03-15 14:09,AC346,YQB,On Time,2025-03-15 08:17,48.465,-83.3381,45,Assigned,None,Rain,Ready,0.64,2025-03-15 08:31,2025-03-15 09:15
AC647,YVR,YUL,2025-03-15 18:34,2025-03-15 23:34,AC192,YYJ,Delayed,2025-03-15 17:37,49.0801,-123.4566,74,Occupied,Passenger,Light Snow,Ready,0.81,2025-03-15 18:36,2025-03-15 19:26
AC328,YEG,YOW,2025-03-15 09:57,2025-03-15 14:57,AC218,YYC,Delayed,2025-03-15 08:52,51.8853,-113.4779,148,Occupied,Blizzard,Blizzard,In Transit,0.99,2025-03-15 10:24,2025-03-15 11:13
AC704,YYC,YYZ,2025-03-15 19:27,2025-03-16 00:27,AC294,YQB,Cancelled,2025-03-15 18:30,46.7911,-71.3933,143,Occupied,Crew,Blizzard,Delayed,0.91,2025-03-15 20:53,2025-03-15 21:40
AC611,YYC,YOW,2025-03-15 15:15,2025-03-15 20:15,AC250,YYJ,On Time,2025-03-15 14:34,49.1466,-120.6636,50,Assigned,None,Overcast,Ready,0.67,2025-03-15 14:36,2025-03-15 15:22
AC947,YHZ,YUL,2025-03-15 17:30,2025-03-15 20:51,AC968,YOW,On Time,2025-03-15 16:45,45.1516,-69.8058,40,Assigned,None,Rain,On Duty,0.67,2025-03-15 16:51,2025-03-15 17:41
AC500,YHZ,YEG,2025-03-15 17:24,2025-03-15 22:24,AC640,YVR,Delayed,2025-03-15 16:54,47.855,-100.0185,69,Assigned,Passenger,Overcast,In Transit,0.77,2025-03-15 17:21,2025-03-15 18:05
AC552,YUL,YQB,2025-03-15 20:18,2025-03-15 21:44,AC398,YYJ,En Route,2025-03-15 19:50,47.8014,-105.3761,63,Occupied,Late Inbound,Light Snow,Standby,0.87,2025-03-15 19:59,2025-03-15 20:45
AC157,YEG,YUL,2025-03-15 13:05,2025-03-15 18:05,AC464,YVR,Delayed,2025-03-15 12:44,49.3193,-122.109,126,Occupied,Technical,Fog,Delayed,0.94,2025-03-15 13:40,2025-03-15 14:24
AC894,YUL,YEG,2025-03-15 12:54,2025-03-15 17:54,AC896,YVR,On Time,2025-03-15 12:25,49.1107,-119.7559,47,Occupied,Catering,Gusty Winds,In Transit,0.77,2025-03-15 12:41,2025-03-15 13:24
AC380,YQB,YWG,2025-03-15 15:07,2025-03-15 20:07,AC913,YVR,Landed,2025-03-15 14:40,46.8125,-71.3571,37,Assigned,None,Overcast,Ready,0.62,2025-03-15 14:42,2025-03-15 15:30
AC669,YYZ,YEG,2025-03-15 18:51,2025-03-15 23:51,AC902,YQB,Landed,2025-03-15 18:17,43.6282,-79.6301,40,Open,None,Clear,Ready,0.65,2025-03-15 18:13,2025-03-15 18:58
AC768,YUL,YOW,2025-03-15 14:35,2025-03-15 15:56,AC189,YOW,On Time,2025-03-15 13:53,44.8871,-74.984,35,Assigned,None,Overcast,Ready,0.71,2025-03-15 13:57,2025-03-15 14:41
AC690,YWG,YUL,2025-03-15 10:20,2025-03-15 15:20,AC811,YYJ,Delayed,2025-03-15 09:55,48.3118,-122.589,52,Occupied,Late Inbound,Light Snow,Ready,0.89,2025-03-15 10:14,2025-03-15 10:57
AC321,YQB,YYJ,2025-03-15 07:11,2025-03-15 12:11,AC384,YHZ,En Route,2025-03-15 06:25,45.4575,-67.8547,95,Occupied,Technical,Thunderstorm,Rest Period,0.95,2025-03-15 09:04,2025-03-15 09:50
AC308,YUL,YYJ,2025-03-15 17:30,2025-03-15 22:30,AC744,YVR,En Route,2025-03-15 17:02,45.9786,-81.8363,115,Occupied,Blizzard,Blizzard,Rest Period,0.97,2025-03-15 18:24,2025-03-15 19:13
AC644,YYC,YVR,2025-03-15 14:21,2025-03-15 17:16,AC800,YVR,On Time,2025-03-15 13:52,49.763,-119.6875,39,Open,None,Overcast,On Duty,0.79,2025-03-15 13:51,2025-03-15 14:37
AC207,YOW,YEG,2025-03-15 13:59,2025-03-15 18:59,AC279,YVR,Cancelled,2025-03-15 13:24,49.1967,-123.1815,87,Occupied,Technical,Thunderstorm,In Transit,0.89,2025-03-15 16:09,2025-03-15 16:49
AC453,YEG,YUL,2025-03-15 15:08,2025-03-15 20:08,AC664,YQB,Landed,2025-03-15 14:37,53.3255,-113.6184,39,Open,None,Overcast,Ready,0.77,2025-03-15 14:43,2025-03-15 15:32
AC824,YYZ,YHZ,2025-03-15 15:23,2025-03-15 19:39,AC794,YYC,En Route,2025-03-15 14:17,46.9796,-93.4255,129,Unassigned,Technical,Fog,In Transit,0.89,2025-03-15 17:25,2025-03-15 18:08
AC516,YVR,YYC,2025-03-15 06:32,2025-03-15 09:34,AC965,YEG,On Time,2025-03-15 05:45,52.1629,-115.868,44,Open,None,Clear,Ready,0.62,2025-03-15 05:54,2025-03-15 06:40
AC609,YUL,YWG,2025-03-15 16:33,2025-03-15 21:33,AC801,YQB,On Time,2025-03-15 15:48,46.5769,-72.4737,58,Unassigned,ATC,Fog,Ready,0.75,2025-03-15 16:30,2025-03-15 17:20
AC721,YYJ,YYZ,2025-03-15 16:30,2025-03-15 21:30,AC272,YWG,En Route,2025-03-15 16:11,49.1165,-111.3106,81,Maintenance,Technical,Blizzard,In Transit,0.9,2025-03-15 17:32,2025-03-15 18:13
AC971,YOW,YYJ,2025-03-15 10:06,2025-03-15 15:06,AC397,YVR,Landed,2025-03-15 09:18,45.3654,-75.6233,44,Open,None,Rain,On Duty,0.65,2025-03-15 09:34,2025-03-15 10:22
AC732,YYZ,YWG,2025-03-15 11:04,2025-03-15 15:38,AC158,YYJ,En Route,2025-03-15 10:48,45.5661,-100.6688,98,Unassigned,Technical,Heavy Snow,Delayed,0.9,2025-03-15 13:06,2025-03-15 13:49
AC520,YYJ,YUL,2025-03-15 05:07,2025-03-15 10:07,AC599,YVR,Taxiing,2025-03-15 04:16,48.6861,-123.4224,48,Assigned,None,Overcast,On Duty,0.67,2025-03-15 04:35,2025-03-15 05:19
AC265,YWG,YQB,2025-03-15 17:45,2025-03-15 22:45,AC462,YUL,On Time,2025-03-15 16:54,46.2364,-79.1564,47,Open,None,Clear,On Duty,0.61,2025-03-15 17:16,2025-03-15 18:06
AC221,YWG,YYC,2025-03-15 14:23,2025-03-15 18:49,AC600,YEG,Taxiing,2025-03-15 13:45,49.9393,-97.2772,38,Assigned,None,Rain,On Duty,0.63,2025-03-15 13:47,2025-03-15 14:32
AC794,YOW,YYZ,2025-03-15 15:11,2025-03-15 17:15,AC539,YEG,En Route,2025-03-15 14:44,48.4296,-89.6431,52,Unassigned,Fueling,Overcast,In Transit,0.88,2025-03-15 14:59,2025-03-15 15:43
AC782,YYC,YOW,2025-03-15 13:05,2025-03-15 18:05,AC303,YWG,Delayed,2025-03-15 12:57,50.4238,-97.1324,126,Maintenance,Crew,Blizzard,Delayed,0.87,2025-03-15 15:18,2025-03-15 16:04
AC985,YOW,YVR,2025-03-15 11:57,2025-03-15 16:57,AC489,YYZ,Landed,2025-03-15 11:06,45.3369,-75.6888,48,Assigned,None,Overcast,On Duty,0.62,2025-03-15 11:24,2025-03-15 12:08
AC352,YHZ,YEG,2025-03-15 08:06,2025-03-15 13:06,AC148,YEG,On Time,2025-03-15 07:28,51.2459,-102.8028,38,Open,None,Overcast,On Duty,0.67,2025-03-15 07:27,2025-03-15 08:12
AC799,YVR,YYZ,2025-03-15 19:42,2025-03-16 00:42,AC888,YQB,Landed,2025-03-15 18:56,49.1554,-123.2209,47,Assigned,None,Clear,On Duty,0.65,2025-03-15 19:13,2025-03-15 20:03
AC700,YVR,YYZ,2025-03-15 17:01,2025-03-15 22:01,AC297,YYC,Delayed,2025-03-15 17:10,50.269,-116.8294,100,Occupied,Technical,Thunderstorm,In Transit,0.92,2025-03-15 17:25,2025-03-15 18:11
AC455,YYC,YYJ,2025-03-15 15:44,2025-03-15 18:52,AC559,YEG,En Route,2025-03-15 15:06,51.3757,-114.1231,61,Assigned,Catering,Overcast,Ready,0.91,2025-03-15 15:48,2025-03-15 16:30
AC913,YQB,YYZ,2025-03-15 18:54,2025-03-15 21:41,AC858,YOW,Landed,2025-03-15 18:02,46.7812,-71.4162,47,Assigned,None,Rain,On Duty,0.74,2025-03-15 18:16,2025-03-15 18:58
AC706,YQB,YOW,2025-03-15 13:45,2025-03-15 15:43,AC909,YYZ,Taxiing,2025-03-15 13:04,46.7635,-71.3899,40,Open,None,Overcast,On Duty,0.74,2025-03-15 13:13,2025-03-15 13:57
AC236,YUL,YYC,2025-03-15 18:29,2025-03-15 23:29,AC994,YHZ,Taxiing,2025-03-15 17:39,45.4531,-73.6962,46,Open,None,Clear,On Duty,0.76,2025-03-15 17:56,2025-03-15 18:44
AC726,YUL,YEG,2025-03-15 05:58,2025-03-15 10:58,AC432,YHZ,On Time,2025-03-15 05:17,45.282,-66.7598,38,Assigned,None,Clear,On Duty,0.84,2025-03-15 05:29,2025-03-15 06:13
AC311,YQB,YYJ,2025-03-15 10:32,2025-03-15 15:32,AC325,YWG,Delayed,2025-03-15 09:15,49.4454,-96.344,136,Unassigned,Crew,Fog,Rest Period,0.87,2025-03-15 12:18,2025-03-15 13:00
AC763,YWG,YUL,2025-03-15 10:17,2025-03-15 15:17,AC121,YYC,On Time,2025-03-15 09:44,50.9987,-110.2925,42,Open,None,Clear,Ready,0.62,2025-03-15 09:49,2025-03-15 10:37
AC486,YYZ,YVR,2025-03-15 06:52,2025-03-15 11:52,AC121,YWG,On Time,2025-03-15 06:11,46.9502,-89.9691,35,Open,None,Clear,On Duty,0.64,2025-03-15 06:13,2025-03-15 07:01
AC307,YHZ,YVR,2025-03-15 17:57,2025-03-15 22:57,AC591,YUL,Cancelled,2025-03-15 17:27,45.4706,-73.7408,109,Unassigned,De-icing,Blizzard,Delayed,0.86,2025-03-15 18:43,2025-03-15 19:33
AC205,YYZ,YQB,2025-03-15 06:45,2025-03-15 09:36,AC403,YQB,Delayed,2025-03-15 05:59,45.4968,-73.7116,56,Assigned,ATC,Fog,Standby,0.82,2025-03-15 06:24,2025-03-15 07:10
AC273,YVR,YWG,2025-03-15 06:44,2025-03-15 11:44,AC329,YUL,Delayed,2025-03-15 05:42,45.1719,-76.1861,74,Occupied,Fueling,Light Snow,Standby,0.91,2025-03-15 06:30,2025-03-15 07:16
AC795,YQB,YUL,2025-03-15 20:14,2025-03-15 21:57,AC253,YEG,On Time,2025-03-15 19:37,51.8721,-105.3894,66,Unassigned,Fueling,Light Snow,Standby,0.91,2025-03-15 19:58,2025-03-15 20:39
AC427,YUL,YQB,2025-03-15 12:37,2025-03-15 14:22,AC499,YOW,Cancelled,2025-03-15 12:00,45.3225,-75.6692,91,Occupied,De-icing,Thunderstorm,Delayed,0.86,2025-03-15 12:59,2025-03-15 13:41
AC606,YHZ,YQB,2025-03-15 16:50,2025-03-15 19:30,AC592,YWG,En Route,2025-03-15 15:24,46.9573,-76.8964,143,Occupied,Crew,Fog,Rest Period,0.93,2025-03-15 18:20,2025-03-15 19:06
AC691,YEG,YYJ,2025-03-15 06:29,2025-03-15 09:36,AC819,YOW,Landed,2025-03-15 05:47,53.2657,-113.5978,38,Open,None,Overcast,On Duty,0.84,2025-03-15 05:49,2025-03-15 06:31
AC531,YUL,YYJ,2025-03-15 19:07,2025-03-16 00:07,AC315,YYC,On Time,2025-03-15 18:12,50.2809,-106.364,48,Open,None,Overcast,Ready,0.77,2025-03-15 18:31,2025-03-15 19:12
AC130,YQB,YUL,2025-03-15 07:24,2025-03-15 08:48,AC474,YUL,En Route,2025-03-15 06:45,46.6086,-72.2711,49,Occupied,Catering,Fog,In Transit,0.83,2025-03-15 07:01,2025-03-15 07:47
AC393,YWG,YYZ,2025-03-15 06:01,2025-03-15 11:01,AC259,YVR,En Route,2025-03-15 05:49,50.0534,-105.644,129,Maintenance,Blizzard,Blizzard,Delayed,0.91,2025-03-15 06:14,2025-03-15 06:58
AC826,YYJ,YYC,2025-03-15 20:53,2025-03-15 23:44,AC533,YOW,Cancelled,2025-03-15 20:56,45.3225,-75.6692,103,Unassigned,Crew,Blizzard,Rest Period,0.94,2025-03-15 21:21,2025-03-15 22:07
AC936,YYJ,YVR,2025-03-15 10:20,2025-03-15 11:37,AC588,YWG,Taxiing,2025-03-15 09:41,48.6239,-123.4656,41,Open,None,Clear,On Duty,0.76,2025-03-15 09:52,2025-03-15 10:37
AC345,YHZ,YYZ,2025-03-15 14:14,2025-03-15 18:20,AC266,YYC,En Route,2025-03-15 13:29,48.9142,-97.4843,74,Assigned,Fueling,Fog,Ready,0.78,2025-03-15 13:55,2025-03-15 14:44
AC149,YWG,YYZ,2025-03-15 10:16,2025-03-15 14:50,AC195,YHZ,Landed,2025-03-15 09:39,49.9303,-97.2801,39,Open,None,Overcast,On Duty,0.78,2025-03-15 09:45,2025-03-15 10:31
AC614,YYJ,YVR,2025-03-15 15:01,2025-03-15 16:23,AC124,YUL,Cancelled,2025-03-15 15:31,45.4706,-73.7408,85,Maintenance,Technical,Blizzard,Delayed,0.95,2025-03-15 17:08,2025-03-15 17:58
AC926,YOW,YQB,2025-03-15 17:15,2025-03-15 19:04,AC887,YUL,Taxiing,2025-03-15 16:31,45.2765,-75.6479,48,Open,None,Overcast,On Duty,0.69,2025-03-15 16:45,2025-03-15 17:35
AC256,YOW,YVR,2025-03-15 18:44,2025-03-15 23:44,AC199,YYJ,On Time,2025-03-15 18:11,46.7558,-101.3421,40,Open,None,Overcast,Ready,0.71,2025-03-15 18:13,2025-03-15 18:58
AC827,YVR,YUL,2025-03-15 13:04,2025-03-15 18:04,AC364,YYJ,Landed,2025-03-15 12:10,49.1876,-123.1695,47,Assigned,None,Clear,On Duty,0.81,2025-03-15 12:28,2025-03-15 13:18
AC965,YHZ,YYJ,2025-03-15 06:25,2025-03-15 11:25,AC482,YEG,Landed,2025-03-15 05:41,44.9008,-63.5025,42,Open,None,Rain,Ready,0.79,2025-03-15 05:59,2025-03-15 06:41
AC262,YYC,YEG,2025-03-15 06:14,2025-03-15 07:37,AC974,YWG,Cancelled,2025-03-15 04:51,49.91,-97.2398,134,Unassigned,De-icing,Fog,In Transit,0.93,2025-03-15 08:17,2025-03-15 08:58
AC886,YVR,YEG,2025-03-15 11:51,2025-03-15 14:56,AC304,YWG,On Time,2025-03-15 11:02,49.5521,-97.7664,49,Assigned,None,Clear,On Duty,0.63,2025-03-15 11:21,2025-03-15 12:11
AC715,YQB,YYZ,2025-03-15 20:58,2025-03-15 23:58,AC163,YEG,Landed,2025-03-15 20:15,46.7681,-71.3797,48,Open,None,Clear,Ready,0.82,2025-03-15 20:31,2025-03-15 21:12
AC183,YYC,YEG,2025-03-15 17:09,2025-03-15 18:39,AC994,YHZ,Landed,2025-03-15 16:19,51.1157,-113.9853,48,Open,None,Clear,Ready,0.82,2025-03-15 16:35,2025-03-15 17:17
AC586,YEG,YWG,2025-03-15 18:22,2025-03-15 22:37,AC805,YQB,Taxiing,2025-03-15 17:44,53.2921,-113.5341,39,Assigned,None,Clear,Ready,0.62,2025-03-15 17:55,2025-03-15 18:40
AC611,YWG,YUL,2025-03-15 18:31,2025-03-15 23:31,AC216,YHZ,Landed,2025-03-15 17:59,49.8636,-97.2152,38,Open,None,Overcast,Ready,0.76,2025-03-15 17:59,2025-03-15 18:42
AC715,YYJ,YUL,2025-03-15 10:56,2025-03-15 15:56,AC321,YEG,En Route,2025-03-15 10:30,50.991,-119.0546,54,Assigned,Fueling,Gusty Winds,In Transit,0.8,2025-03-15 10:52,2025-03-15 11:42
AC460,YEG,YQB,2025-03-15 14:15,2025-03-15 19:15,AC948,YHZ,En Route,2025-03-15 13:34,49.8072,-93.1338,95,Maintenance,De-icing,Fog,Rest Period,0.88,2025-03-15 15:45,2025-03-15 16:35
AC189,YYC,YVR,2025-03-15 16:05,2025-03-15 18:47,AC191,YVR,On Time,2025-03-15 15:25,50.144,-119.1345,63,Assigned,Catering,Light Snow,Ready,0.83,2025-03-15 16:09,2025-03-15 16:52
AC490,YWG,YYJ,2025-03-15 19:36,2025-03-16 00:36,AC300,YVR,On Time,2025-03-15 18:54,49.4832,-113.2681,46,Assigned,None,Rain,On Duty,0.6,2025-03-15 19:07,2025-03-15 19:57
AC104,YEG,YOW,2025-03-15 05:15,2025-03-15 10:15,AC133,YWG,On Time,2025-03-15 04:33,50.7946,-99.5233,48,Assigned,None,Overcast,Ready,0.84,2025-03-15 04:46,2025-03-15 05:36
AC231,YYZ,YEG,2025-03-15 07:57,2025-03-15 12:57,AC845,YWG,Landed,2025-03-15 07:13,43.712,-79.6121,47,Open,None,Clear,Ready,0.73,2025-03-15 07:22,2025-03-15 08:06
AC308,YUL,YHZ,2025-03-15 05:26,2025-03-15 08:31,AC195,YVR,Delayed,2025-03-15 04:38,47.499,-98.5936,91,Occupied,Blizzard,Heavy Snow,In Transit,0.91,2025-03-15 06:10,2025-03-15 06:52
AC298,YOW,YYC,2025-03-15 09:11,2025-03-15 14:11,AC960,YQB,Landed,2025-03-15 08:24,45.2836,-75.6265,38,Assigned,None,Clear,Ready,0.76,2025-03-15 08:39,2025-03-15 09:20
AC284,YYC,YQB,2025-03-15 13:26,2025-03-15 18:26,AC179,YVR,Landed,2025-03-15 12:38,51.1774,-114.053,50,Open,None,Overcast,Ready,0.7,2025-03-15 12:52,2025-03-15 13:42
AC927,YHZ,YWG,2025-03-15 10:05,2025-03-15 15:05,AC284,YUL,En Route,2025-03-15 09:37,45.2507,-67.9013,56,Occupied,Passenger,Light Snow,In Transit,0.92,2025-03-15 10:01,2025-03-15 10:43
AC297,YYC,YVR,2025-03-15 05:23,2025-03-15 08:21,AC648,YYZ,On Time,2025-03-15 04:48,44.7245,-82.9633,49,Assigned,Fueling,Light Snow,In Transit,0.76,2025-03-15 05:22,2025-03-15 06:06
AC456,YOW,YVR,2025-03-15 10:01,2025-03-15 15:01,AC767,YQB,Taxiing,2025-03-15 09:21,45.3687,-75.7089,43,Assigned,None,Clear,On Duty,0.64,2025-03-15 09:36,2025-03-15 10:25
AC543,YOW,YWG,2025-03-15 15:10,2025-03-15 20:10,AC533,YYJ,Landed,2025-03-15 14:33,45.3099,-75.6559,46,Open,None,Rain,On Duty,0.71,2025-03-15 14:40,2025-03-15 15:21
AC359,YYZ,YYJ,2025-03-15 15:18,2025-03-15 20:18,AC400,YWG,On Time,2025-03-15 14:48,49.1954,-94.54,70,Occupied,Fueling,Overcast,In Transit,0.77,2025-03-15 15:23,2025-03-15 16:04
AC248,YHZ,YQB,2025-03-15 05:09,2025-03-15 07:46,AC225,YEG,Taxiing,2025-03-15 04:32,44.8694,-63.4984,37,Open,None,Overcast,On Duty,0.82,2025-03-15 04:29,2025-03-15 05:17
AC833,YYJ,YYC,2025-03-15 20:14,2025-03-15 23:20,AC687,YVR,Landed,2025-03-15 19:24,48.6468,-123.377,50,Assigned,None,Clear,Ready,0.61,2025-03-15 19:47,2025-03-15 20:33
AC715,YWG,YUL,2025-03-15 11:32,2025-03-15 16:32,AC705,YHZ,Taxiing,2025-03-15 10:47,49.8731,-97.1931,44,Open,None,Rain,Ready,0.83,2025-03-15 10:52,2025-03-15 11:32
AC445,YYJ,YYZ,2025-03-15 13:01,2025-03-15 18:01,AC171,YYZ,Cancelled,2025-03-15 12:21,43.6777,-79.6248,115,Unassigned,Technical,Fog,Delayed,0.93,2025-03-15 14:23,2025-03-15 15:10
AC813,YEG,YYC,2025-03-15 19:29,2025-03-15 21:05,AC605,YYJ,En Route,2025-03-15 19:05,50.8951,-119.3605,45,Occupied,ATC,Light Snow,In Transit,0.76,2025-03-15 19:30,2025-03-15 20:16
